sprintId,sprintName,projectName,sprintStartDate,sprintEndDate,storyPoints,sprintDurationPassed,sprintDurationEstimated,parentKey,parentId,sprintStatus,storyKey,isSubTask,storyType,timeSpent,storyStatus,storystatus(list),sprintDurationEstimated(in hours),sprintDurationPassed(in hours),sprintDurationDifference(in hours),parentId(List)
"1,408",EPP Sprint 8,Eurisko Platform Portal,7/31/2023,8/11/2023,8,972002,950400,-,-,active,EPP-138,FALSE,Task,0,To Do,not done,264,270.0005556,6.000555556,No Parent
"1,408",EPP Sprint 8,Eurisko Platform Portal,7/31/2023,8/11/2023,5,972002,950400,-,-,active,EPP-136,FALSE,Task,"14,400",Done,done,264,270.0005556,6.000555556,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,0,0,-,-,active,HIVERSE-9683,FALSE,Bug,"5,400",In Progress,not done,0,0,0,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,0,0,-,-,active,HIVERSE-9595,FALSE,Bug,0,To Do,not done,0,0,0,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,0,0,-,-,active,HIVERSE-9760,FALSE,Bug,0,To Do,not done,0,0,0,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,0,0,-,-,active,HIVERSE-9761,FALSE,Bug,0,To Do,not done,0,0,0,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,0,0,-,-,active,HIVERSE-9762,FALSE,Bug,0,To Do,not done,0,0,0,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,0,0,-,-,active,HIVERSE-9593,FALSE,Story,0,To Do,not done,0,0,0,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,0,0,-,-,active,HIVERSE-9594,FALSE,Story,0,To Do,not done,0,0,0,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,949035,604748,-,-,active,HIVERSE-9755,FALSE,Story,0,To Do,not done,167.9855556,263.6208333,95.63527778,No Parent
